
1   level            n. 水平，水准，等级v. 弄平，铺平a. 水平的
217  require         v. 需要；(of)要求，命令
218  figurative      adj.比喻的，修饰的
219  high            a. 高的，高度的，高级的，高尚的ad. 高高地
220  modern          a. 现代的，近代的，新式的
221  ellipsis        n.省略
222  investigation   n.调查，调查研究
223  chocolate       n. 巧克力(糖)，赭色
224  levy            v./n. 征收,征税
225  shelf           n. 架子，搁板
226  daze            v.耀眼，使迷乱
227  apply           v. 要求,申请
228  Britain         n.不列颠，英国
229  counsellor      n.顾问
230  forum           n. 论坛
231  enterprise      n. 艰巨的事业,事业心;企业
232  schooling       n.学校教育
233  ditch           n. 排水沟,沟渠 v. 坠入沟中,抛弃
234  indefinite      a.不明确的；不定的
235  morning         n. 早晨，上午
236  shaft           n. 矛;矿井;车辕;轴;光线
237  difficulty      n. 困难，困境，难题
238  grove           n.林子，小树林，园林
239  shrine          n.神殿，神龛，圣祠
240  seaport         n.海港，港市
241  pasture         n./v. 牧场,放牧
242  rhythm          n. 韵律,格律,有规律的反复(循环),周期性
243  stagnation      n.停滞
244  cheer           n./v. 振奋,高兴,欢呼
245  dense           a. 浓密的,密集的,愚笨的
246  accidentally    adv.偶尔，附带
247  sexual          adj.性的，性感的
248  transformer     n.变压器，转换器
249  necessary       a. 必需的，必要的；必然的n. 必需品
250  drawback        n. 障碍,不利
251  colorless       adj.无色的
252  Leninism        n.列宁主义
253  thirty          num. 三十，三十个(人或物)
254  fiction         n. 虚构，编造；小说
255  smoking         n.抽烟
256  tickle          vt.挠，胳肢；逗乐
257  novel           a. 新奇的;n. 小说
258  increase        v. 增加，增长，增进n. 增加，增长，增进
259  architect       n. 建筑师,设计师
260  shepherd        n. 牧羊人;vi. 带领,照看
261  bookcase        书橱
262  fuss            n. 大惊,小怪;v. 忙乱,使烦躁
263  sadly           ad.悲痛地，悲哀地
264  wealth          n. 财富，财产；大量
265  silence         n. 寂静，沉默v. 使沉默，使安静
266  emperor         n. 皇帝
267  sixth           num.第六；六分之一
268  pending         adj.未决的，紧迫的
269  back            a. 后面的ad. 向后v. 倒退；支持n. 背；后面
270  lightly         ad.轻轻地，轻松地

271  arctic          a./n. 北极的,北极
272  transportation  n.运输，运送，客运
273  expense         n. 花费，消费，消耗
274  solidarity      n. 团结一致
275  delusion        n.错觉
276  documentary     a. 文献的n. 记录片
277  anger           n. 愤怒，气愤vt. 使发怒，激怒vi. 发怒
278  deflate         v.收缩，紧缩
279  pudding         n.布丁
280  disunite        v.使分裂
281  firmness        n.坚固，坚定，稳固
282  fanatic         a./n. 狂热的,狂热者
283  radial          a.光线的；放射的
284  sight           n. 视力；望见，瞥见；视域；眼界；情景，奇观
285  piston          n. 活塞
286  Asia            n.亚洲
287  petroleum       n. 石油
288  chemist         n. 化学家；药剂师
289  directly        ad. 直接地，径直地；马上，立即
290  mother          n. 母亲
291  breakdown       n. 损坏;故障;垮下来;会谈破裂
292  infant          n. 婴儿
293  tray            n. 盘，碟，托盘
294  regardless      a. 不注意的,不顾的
295  functional      adj.功能的
296  feed            v. (on，with)喂养，饲养；(with)向…供给
297  ballroom        n.舞厅
                     vi. (by)遵守，坚持；(abode)持续，住，逗留vt. 容忍，忍
298  abide
                     受；等候
299  remarkable      a. 不平常的;出色的
300  diplomatic      a. 外交的,外交手腕的
301  readily         ad. 乐意地,欣然地;容易地
302  feather         n. 羽毛
303  inaccurate      a.不精密的，不准确的
304  installation    n. 安装，设置；装置，设备
305  van             n. 有篷汽车；有篷货运车厢
306  technique       n. 技术,技能,行家手法
307  scorch          vt./vi. 烧焦,烤焦,枯萎
308  sufficiently    ad.足够地，充分地
309  which           a./pron. 哪个，哪些；什么样的；那个，那些
310  strike          n./vi. 罢工vt. 打，击；攻击；给…深刻印象
311  giggle          v./n. 咯咯地笑,傻笑
312  revert          v.回复到，重议
313  last            a. 最后的，刚过去的ad. 最后n. 最后v. 持续
314  bruise          n./v. 青肿,受伤,伤痕
315  freely          ad.自由地；直率地
316  order           n. 命令；次序；整齐；定货单；等级v. 定制，订购
317  delcredere      n.保付
318  contrast        v. 使对比,形成对照;n. 明显的差别
319  championship    n.锦标(赛)
320  extensively     adv.广泛地
321  initiate        vt. 开始;使初步了解;介绍某人为(会员等)
322  insane          a. 疯狂的,愚蠢的
323  financier       n.金融家

324  execute         vt. 实行,贯彻,实施;处死;演奏
325  achieve         vt. 完成,达到
326  sweep           n. 扫,扫除;连绵区域;激流;vt. 扫除;掠过;连绵,延伸
327  therefrom       adv.由此
328  rail            n. 栏杆;横杆;vi. 责骂
329  statue          n. 塑像，雕像
330  decision        n. 决定，决心；决议；决策
331  gentleman       n. 绅士，先生
332  cubic           a.立方形的；立方的
333  estimate        n. 估计,估价 v. 评价,估量
334  breakthrough    n. 军事突破;重大发明(发现)
335  payable         adj.支付给的
336  eyesight        n. 视力
337  company         n. 公司；陪伴；宾客；连(队)，(一)群，队，伙
338  typhoon         n. 台风,强热带风暴
339  wheat           n. 小麦
340  view            n. 视野；风景；观察；见解；照片vt. 观察；认为
341  smack           n.滋味v.劈啪地响
342  buzz            v./n. 嗡嗡叫;匆忙行走;耳鸣
343  risk            v. 冒…的危险n. 冒险；风险
344  amateur         n./a. 业余爱好者(的)
345  biologist       n.生物学家
346  totally         adv.统统，完全地
347  wave            n. 波浪；(挥手)示意；飘扬v. (挥手)示意，致意
348  disagreement    n.不一致；争论
349  sovereign       a. 主权的;有最高统治权的
350  load            v. 装(货)，装载n. 装载(量)，负荷(量)；(一)担
351  inflict         vt. 使遭受,强加
352  bell            n. 钟，铃
353  gunpowder       n.黑色火药；有烟火药
354  vicious         a. 恶意的,恶毒的;危险的,会造成伤害的
355  buyer           n.购买者
356  pilgrim         n. 香客,朝圣者
357  cheque          n.支票
358  cupboard        n. 碗橱
359  maker           n.制造者，制造商
360  civilize        v. 使文明，开化
361  commemoration   v.纪念
362  cooperate       vt. 协作,合作
363  kidnap          vt. 诱拐,绑架
364  keyboard        n. 键盘vt. 用键盘输入(信息)
365  train           n. 列车；行列，系列，一串v. 训练，培养
366  metropolitan    a. 首都的，主要都市的，大城市
367  own             a. (用在所有格后面，加强语气)自己的
368  earl            n.伯爵
369  midst           n. 中间，当中
370  quarterly       a./n. 季度的,季刊
371  learning        n. 知识，学问；学习
372  bullet          n. 子弹，枪弹
373  easy-going      adj.逍遥自在的
374  annually        ad.年年，每年
375  spark           n. 火花，火星v. 发火花，发电花
376  tired           a. 疲劳的；厌倦的
377  exit            n. 出口，通道

378  pretentious     a. 自负的,自命不凡的
379  heartfelt       adj.衷心的
380  snake           n. 蛇
381  reception       n. 招待会,接收,接待处
382  construction    n. 建造，构造；建筑物，结构；释义，解释
383  traverse        vt. 横越,穿过
384  flexible        a. 易弯曲的,柔软的;灵活的
385  teapot          n.茶壶
386  provoke         vt. 激怒;引起
387  lunar           a. 月的,似月的
388  analogue        n. 类似物；相似体；模拟
389  confidence      n. (in)信任；信心，自信；秘密，机密
390  item            n. 条款,项目,一条(新闻)
391  virus           n. 病毒
392  meet            n. 会，集会v. 遇见；会谈；迎接；满足；符合
393  warranty        n. 书面担保书,保证书
394  device          n. 装置，设备，仪表；方法，设计
395  granite         a.花岗岩，花岗石
396  presidential    adj.总统的
397  carriage        n. (四轮)马车；(火车)客车厢
398  network         n. 网状物；广播网，电视网；网络
399  sickle          n.镰刀
400  fluency         n.流利，流畅
401  papers          n.文件，证书
402  stomach         n. 胃，胃口；肚子，腹部vt. 承受，忍受
403  sometimes       ad. 不时，有时，间或
404  journey         n. 旅行，旅程v. 旅行
405  giver           v.给予，付出n.让步
406  groundless      adj.无根据的
407  especial        adj.特别的，专门的
408  ditto           n.同上
409  haggle          n.争论，讨价还价
410  outdoor         a. 室外的，野外的
411  chairperson     n.主席(无性别之分)
412  up-to-date      a. 现代化的，最新的；跟上时代的
413  unworkable      adj.行不通的
414  considerate     a. 考虑周到的，体谅的
415  affect          vt. 影响
416  universal       a. 普遍的,全体的,全球的
417  varied          adj.不同的
418  gain            v. 获得；增加；表等走快n. 增进，增加；收益
419  satisfaction    n. 满足，满意；乐事，愉快
420  ulcer           n.溃疡
421  excessive       a. 过多的；过分的；额外
422  humid           a. 湿的，湿气重的
423  parallel        a. 平行的,相当的 n. 类似的人或事,比较 vt. 与…相似
424  mental          a. 精神的，思想的，心理的，智力的，脑力的
425  sunny           a.阳光充足的；快活的
426  savage          a. 未开化的;凶猛的
427  exalted         adj.高贵的，得意的
428  keeper          n.看护人；饲养员
429  golden          a. 金黄色的；贵重的，极好的
430  bait            n. 饵,诱惑物;v. 装饵;辱骂;欺侮
431  income          n. 收入，收益，所得

432  borrowings      n.借款
433  motorcar        n.汽车
434  shovel          n. 铁锨,铲;vt. 铲起
435  school          n. 学校，(大学里的)学院；上学，学业；学派
436  sleet           n.雨加雪
437  make-up         n.气质，化妆品
438  unaccommodating adj.不肯通融的
439  approximate     a. 近似的,约略的 v. 接近,近似
440  trade           n. 贸易，商业；职业，行业v. 经商，交易
441  marry           v. 结婚，嫁，娶
442  Arab            n.阿拉伯
443  caption         n. 报纸文章的标题,照片说明
444  start           v. 开始；动身；吃惊；开办，开动n. 开端；惊起
445  dock            n. 船坞,码头;刑事被告席;v. 引入船坞,削减薪金、供应等
446  hypocrisy       n. 伪善，虚伪
447  outcome         n. 结果,后果
448  useful          a. 有用的，实用的；有益的，有帮助的
449  fault           n. 缺点,毛病,过错,(地质)断层
450  passage         n. 通过，经过；通路，走廊；(一)段落，(一)节
451  system          n. 系统，体系；制度；方法，方式，步聚
452  post-office     n.邮局
453  framework       n. 构架,框架
454  permissive      adj.允许的，许可的
455  misunderstand   v. 误解，误会
456  expect          v. 预期；期望，指望
457  role            n. 角色,任务
458  packet          n. 小包裹，小捆；盒；一捆，一扎；邮船，班轮
459  flesh           n. 肉,肉体,果肉
460  original        a. 最初的,新颖的;有独创性的;n. 起源;原件,原稿
461  enlightening    adj.给人启发的
462  berry           n.浆果(如草莓等)
463  prince          n. 王子，亲王
464  knowledgeable   adj.博学的
465  leadership      n. 领导
466  recitation      n.朗诵
467  west            n./a. 西，西方(的)，西部(的)ad. 向西
468  materialize     v.使具体化，物质化
469  hat             n. 帽子(一般指有边的帽子)
470  odour           n. 气味,臭气
471  miss            n. 小姐v. 思念，未击中，错过，漏掉，逃脱
472  regular         a. 有规律的；整齐的，匀称的，正规的，正式的
473  hearth          n.壁炉地面；炉边
474  front           a. 前面的，前部的n. 正面；前线，战线v. 面对
475  navy            n. 海军
476  authority       n. 权力;威信;当局;权威
477  devise          vt. 设计,想出
478  clay            n. 粘土，泥土
479  streak          n.纹理，条纹 vt.裸奔,飞驰
480  baby            n. 婴儿；年龄最小的人；小动物a. 婴儿似的
481  vengeance       n. 报仇
482  deduce          vt. 演绎,推论
483  province        n. 省；领域，范围，本分
484  knowledge       n. 知识，学识；知道，了解
485  assured         adj.感到放心的

486  ejection        n.喷射
487  grandmother     n. 祖母，外祖母
488  relish          n. 美味，味道，调味品，食欲，乐趣v. 喜欢，品味
489  lamp            n. 灯
490  arm             n. 手臂，扶手，臂状物v. 武装；配备n. 武器
491  deserve         v. 应得,应受
492  pressing        adj.急迫的,再三要求的,恳切要求的 n.同批的唱片,模压制品
493  poker           n.扑克,拨火铁棒,直挺挺的,僵硬的
494  Mexico          n.墨西哥
495  crop            n. 作物，庄稼；(谷类等的)一熟收成；一批，大量
496  household       n. 家庭，家人a. 家庭(务)的，家常的
497  refer           v. 参考，查询；提到，引用，涉及；提交，上呈
498  skyrocket       v.猛涨
499  textile         n. 纺织品a. 纺织的
500  hotdog          n.热狗(面包)
501  retail          n./v. 零售,零卖
502  crew            n. 全体船员，全体乘务员
503  migrant         adj.迁移的，候鸟的
504  generally       ad.一般地；通常地
505  dumb            a. 哑的,暂不说话的,愚笨的
506  fashionable     a. 流行的，时髦的
507  roar            n./v. 吼叫,怒吼,轰鸣
508  greatness       n.伟大，大
509  string          n. 线,细绳;弦
510  suggestion      n. 建议，意见；细微的迹象；暗示，联想
511  display         vt./n. 展览,陈列
512  free            a. 自由的；免费的；免税的；空闲的vt. 释放
513  defray          v.支付
514  circulate       v. (使)循环,(使)流通;(使)流传,散布,传播
515  casualty        n. 伤亡人员
516  river           n. 河流
517  velvet          n. 丝绒，天鹅绒a. 丝绒制的，柔软的
518  backlog         n.未交付的订货
519  into            prep. 到…里面，进入；成为(表示变化)
520  candid          adj.坦白的，直率的
521  grade           n. 等级，级别；年级；分数v. 分等，分级
522  mountainous     a.多山的；山一般的
523  stage           n. 舞台，戏剧；阶段，时期
524  platform        n. 月台,站台,讲台,(政党的)政纲,党纲
525  substance       n. 物质；实质，本质；主旨；财产，资产
526  shabby          a. 破旧的;衣衫褴褛的;卑鄙的,不公平的
527  bow             v./n. 鞠躬，点头n. 弓(形)；蝴蝶结
528  indoor          a. 室内的，户内的
529  pass            v. 经/通/穿/度过；传递n. 通行证；考试及格
530  satisfactorily  ad.圆满地
531  sophistication  n.世故
532  sunlight        n.日光，阳光
533  machinery       n. (总称)机器，机械
534  floor           n. 地板，(楼房)的层
535  certification   n.证明
536  arbitrate       v.仲裁
537  bee             n. 蜂，蜜蜂；忙碌的人
538  begin           v. (began，begun)开始，着手
539  conceited       adj.自负的

540  compress        vt. 压缩;使语言精炼;n. (止血用)敷布
541  life            n. 生命，生存；一生，寿命；生活；生物
542  shy             a. 怕羞的，腼腆的；胆怯的vi. 惊退，畏缩
543  may             aux./v. 可能，也许；可以，被允许；祝，愿
544  underline       vt. 划线于…之下;强调
545  cork            n. 软木 a. 软木制的 vt. 塞住,抑制
546  twenty          num. 二十pron./a. 二十(个，只…)
547  bold            a. 大胆的,无耻的,醒目的
548  cavity          n. 洞
549  undermentioned  adj.下述的
550  squeeze         vt./vi. 挤,榨
551  birthplace      n.出生地
552  irrevocable     adj.不可撤消的
553  donkey          n. 驴子；蠢人；顽固的人
554  understanding   n. 理解，理解力；谅解a. 了解的，通情达理的
555  screech         v. &n.尖叫(声)
556  linguist        n.语言学者
557  definite        a. 明确的；一定的；意志坚强的，立场坚定的
558  facilitate      vt. 使便利
559  avail           v. 有益于,有用;n. 用处,利益
560  epoch-making    adj.划时代的
561  community       n. 同一地区的全体居民，社会，社区；共同体
562  extravagant     a. 奢侈的;过分的;放肆的
563  inferior        a. 劣质的,差的;下级的;n. 地位低的人,能力低的人
564  alienation      n.异化
565  cabbage         n. 洋白菜，卷心菜
566  boring          adj.讨厌的
567  visitor         n. 访问者，客人，来宾，参观者
568  brotherhood     n.兄弟情谊
569  submarine       n. 潜水艇a. 水底的，海底的
570  heel            n. 脚后跟，踵，鞋跟
571  loyalty         n. 忠诚，忠心
572  forecast        vt./n. 预报,预测
573  location        n. 位置，场所，定位，测位
574  idealism        n.唯心主义；理想主义
575  bonded          adj.保税的
576  overcharge      v. &n.多收(的)钱
                     n. 媒介,艺术形式;中庸,适中;借以生存之物(或环境);a. 中等
577  medium
                     的,中庸的
578  brass           n. 黄铜，铜器
579  rude            a. 粗鲁的；猛烈的，残暴的；粗糙的，粗陋的
580  enjoyable       adj.愉快的
581  curly           a.卷曲的；有卷毛的
582  move            v. 移动，迁移；活动；感动n. 移动，活动，行动
583  propel          vt. 推进,推动;激励,驱使
584  thoughtful      a. 深思的;关心的,周到的
585  marking         n.唛头，标记
586  release         vt./n. 释放;发表
587  affordable      adj.买得起的
588  electricity     n. 电，电流；电学
589  endorse         vt. 背书,签署(姓名);赞同
590  everyone        pron. (everybody)每人，人人，各人
591  omission        n.省略
592  leading         a. 领导的，指导的；第一位的；最主要的

593  disposal        n. 处理，处置；布置，安排
594  betray          vt. 背叛,泄漏,暴露,表现
595  communism       n. 共产主义
596  chance          n. 机会；可能性；偶然性，运气v. 碰巧，偶然发生
597  efficiency      n. 效率；功效
598  thunder         n. 雷,雷声,轰隆声
599  question        n. 问题；询问v. 询问；怀疑，对…表示疑问
600  gust            n. 阵风;(感情的)迸发
601  dummy           n.傀儡
602  teacup          n.茶杯
603  solvent         a. 能偿还的,溶解的;n. 溶剂,偿付能力
604  awkward         a. 难使用的;笨拙的;尴尬的
605  fund            n. 资金，基金；存款，现款；(知识等的)累积
606  troop           n. (pl.)部队，军队；(一)群/队v. 群集，集合
607  timid           a. 胆怯的，怯懦的
608  fortuity        n.偶然事件
609  passionate      adj.多情的，热烈的
610  strife          n. 争吵；冲突，斗争；竞争
611  adverbial       adj.副词的
612  gardening       n.园艺
613  resign          vi. 辞职; vt. 放弃,辞去;(to)使顺从
614  therein         ad.在那里，在那时
615  bacon           n. 咸肉
616  pawn            v.典当,抵押,以...担保 n.小卒,被人利用的人
617  priest          n. 教士，神父
618  programer       n.项目，程序制定者
619  gang            n. 一组,一队,(罪犯等)一帮,一群
620  clothes         n. 衣服(虽为复数，亦不可数)
621  childhood       n. 幼年，童年
622  comedian        n.喜剧演员
623  repetition      n. 重复
624  difference      n. 差别，差异，分歧
625  distinctly      ad.显然，清楚地
626  allocate        vt. 分配,配给
627  insult          vt. 侮辱,凌辱;n. 侮辱的言词或行为
628  bone            n. 骨(骼)
629  compulsory      a. 义务的;强制的
630  notebook        n. 笔记本
631  fortune         n. 运气；命运；财产；财富
632  Christ          n. 基督，救世主，耶稣
633  rescind         adj.退还，取消,撤销
634  get             v. 获得，得到；使，使得；变得，成为；到达
635  isolation       n.隔离，孤立状态
636  recently        ad.最近，新近
637  globalize       v.使全球化
638  brave           a. 勇敢的v. 勇敢地面对(危险等)
639  pretense        n.借口
640  object          n. 物体；客体，对象；目标；宾语v. (to)反对
641  progress        n. 进步，进展；前进v. 进步，进展；前进
642  boiler          n.锅炉；热水贮槽
643  February        n. 二月
644  c/o             v.(缩)请转交
645  dim             a. 暗的,看不清楚的,迟钝的;v. 变模糊,变暗淡
646  declining       adj.下降的，衰落的

647  leaflet         n. 散页的印刷品,传单
648  miller          n.磨坊主
649  bread           n. 面包
650  grave           a. 严重的;严肃的,庄重的;n. 墓
651  toast           n. 烤面包,烤火;vt. 为…祝酒,敬酒
652  abeyance        n.缓办，中止
653  tombstone       n.墓碑
654  unaffordable    adj.买不起的
655  its             pron.它的
656  liberty         n. 自由，自由权；特权
                     vt. (不情愿地)承认,承认…为真(或正确); 承认失败;让于;vi.
657  concede
                     让步,认输
658  lubricate       vt. 使润滑,使顺利
659  color-blind     adj.色盲的
660  reimbursement   n.偿还，还款
661  aircraft        n. 飞机，飞船，飞行器
662  negligence      n.疏忽，过失
663  shrewd          a. 敏锐的,精明的;准确的
664  persevere       vi. 锲而不舍
665  even            a. 一致的,双数的,均等的 vt. 使平坦 ad. 即使
666  pronounce       v. 发…的音；宣布，宣判
667  accountant      n. 会计人员，会计师
668  bureau          n. 署，局，司，处
669  congratulation  n. (on)祝贺，(pl.)祝贺词
670  mind            n. 精神，理智，意见，记忆力v. 注意，介意，反对
